Timestamp,IP Address,MAC Address,User-Agent,Username,Input Data,Attack Type,Outcome
2025-02-02 15:25:28,192.168.1.255,00:44:47:89:98:65,Brave/95.0.4638.69 (Macintosh; Intel Mac OS X 10_15_7),unknown,session_token_hijack,Session Hijacking,Blocked
2025-03-02 22:26:59,192.168.1.37,00:89:86:71:95:46,Chromium/91.0.4472.114 (X11; Linux x86_64),unknown,password,Credential Stuffing,Blocked
2025-02-21 12:16:35,192.168.1.87,00:33:18:89:75:95,Brave/95.0.4638.69 (Macintosh; Intel Mac OS X 10_15_7),unknown,hacker@123,Keylogger Detected,Blocked
2025-02-28 06:13:46,192.168.1.11,00:1B:3C:4D:5E:6F,Safari/537.36 (Macintosh; Intel Mac OS X 11_2_3),priyaverma,Priya#Secure789,Genuine,Success
2025-03-13 18:21:55,2401:4900:1cb2:9d6:5165:c012:cf2a:400e,40-C2-BA-7B-9D-88,Edge/116.0.1938.81 (Windows NT 10.0; Win64; x64),priyaverma,Priya#Secure789,Genuine,Success
2025-02-20 22:00:23,192.168.1.14,00:4E:5F:6A:7B:8C,Brave/92.0.4515.159 (Windows NT 10.0; Win64; x64),rahulnair,Rahul@Nair#2024,Genuine,Success
2025-02-08 00:58:25,2401:4900:1cb2:9d6:5165:c012:cf2a:400e,40-C2-BA-7B-9D-88,Brave/92.0.4515.159 (Windows NT 10.0; Win64; x64),priyaverma,Priya#Secure789,Genuine,Success
2025-03-20 14:32:42,192.168.1.13,00:3D:4E:5F:6A:7B,Chrome/91.0.4472.102 (X11; CrOS x86_64 13020.82.0),amitsharma,Amit!Sharma#999,Genuine,Success
2025-03-07 18:27:14,192.168.1.14,00:4E:5F:6A:7B:8C,Safari/537.36 (Macintosh; Intel Mac OS X 11_2_3),amitsharma,Amit!Sharma#999,Genuine,Success
2025-02-19 17:58:45,192.168.1.214,00:80:14:40:10:24,Brave/95.0.4638.69 (Macintosh; Intel Mac OS X 10_15_7),unknown,admin123,Brute Force,Blocked
2025-03-21 05:25:26,192.168.1.11,00:1B:3C:4D:5E:6F,Chrome/91.0.4472.102 (X11; CrOS x86_64 13020.82.0),snehapatil,Sneha$Patil@456,Genuine,Success
2025-02-02 14:07:59,192.168.1.179,00:69:55:89:76:62,Safari/537.36 (Windows NT 10.0; Win64; x64),unknown,password,Credential Stuffing,Blocked
2025-01-22 12:27:09,192.168.1.51,00:48:48:18:77:58,Edge/91.0.864.64 (Windows NT 6.1; Win64; x64),unknown,' OR '1'='1,SQL Injection,Blocked
2025-01-26 11:24:28,192.168.1.11,00:1B:3C:4D:5E:6F,Chrome/91.0.4472.102 (X11; CrOS x86_64 13020.82.0),snehapatil,Sneha$Patil@456,Genuine,Success
2025-02-15 19:55:34,192.168.1.140,00:86:69:59:93:97,Chromium/91.0.4472.114 (X11; Linux x86_64),unknown,password,Credential Stuffing,Blocked
2025-02-01 20:53:34,192.168.1.54,00:68:66:98:43:81,Edge/91.0.864.64 (Windows NT 6.1; Win64; x64),unknown,password,Credential Stuffing,Blocked
2025-02-22 17:22:19,192.168.1.11,00:1B:3C:4D:5E:6F,Chrome/110.0.5481.177 (Windows NT 10.0; Win64; x64),amitsharma,Amit!Sharma#999,Genuine,Success
2025-03-17 20:49:38,2401:4900:1cb2:9d6:5165:c012:cf2a:400e,40-C2-BA-7B-9D-88,Edge/116.0.1938.81 (Windows NT 10.0; Win64; x64),priyaverma,Priya#Secure789,Genuine,Success
2025-03-21 09:29:30,192.168.1.227,00:86:13:85:88:51,Safari/537.36 (Windows NT 10.0; Win64; x64),unknown,hacker@123,Keylogger Detected,Blocked
2025-02-10 18:01:23,192.168.1.245,00:65:79:11:18:45,Chrome/94.0.4606.81 (X11; Ubuntu; Linux x86_64),unknown,' OR '1'='1,SQL Injection,Blocked
2025-03-17 00:01:38,192.168.1.222,00:97:99:98:34:30,Safari/537.36 (Windows NT 10.0; Win64; x64),unknown,hacker@123,Keylogger Detected,Blocked
2025-02-17 23:26:25,192.168.1.11,00:1B:3C:4D:5E:6F,Edge/116.0.1938.81 (Windows NT 10.0; Win64; x64),priyaverma,Priya#Secure789,Genuine,Success
2025-02-07 14:08:25,192.168.1.157,00:53:30:10:64:58,Chromium/91.0.4472.114 (X11; Linux x86_64),unknown,hacker@123,Keylogger Detected,Blocked
2025-02-20 02:57:36,2401:4900:1cb2:9d6:5165:c012:cf2a:400e,40-C2-BA-7B-9D-88,Safari/537.36 (Macintosh; Intel Mac OS X 11_2_3),snehapatil,Sneha$Patil@456,Genuine,Success
2025-02-08 22:21:46,192.168.1.254,00:94:88:81:98:30,Chrome/94.0.4606.81 (X11; Ubuntu; Linux x86_64),unknown,hacker@123,Keylogger Detected,Blocked
2025-02-06 13:51:47,192.168.1.76,00:52:19:77:51:62,Chromium/91.0.4472.114 (X11; Linux x86_64),unknown,admin123,Brute Force,Blocked
2025-03-06 06:54:38,192.168.1.11,00:1B:3C:4D:5E:6F,Chrome/91.0.4472.102 (X11; CrOS x86_64 13020.82.0),snehapatil,Sneha$Patil@456,Genuine,Success
2025-03-19 06:51:48,192.168.1.156,00:53:21:15:54:58,Brave/95.0.4638.69 (Macintosh; Intel Mac OS X 10_15_7),unknown,session_token_hijack,Session Hijacking,Blocked
2025-02-26 23:12:21,2401:4900:1cb2:9d6:5165:c012:cf2a:400e,40-C2-BA-7B-9D-88,Brave/92.0.4515.159 (Windows NT 10.0; Win64; x64),hitksh,Hit@1825!,Genuine,Success
2025-01-26 01:56:54,192.168.1.11,00:1B:3C:4D:5E:6F,Safari/537.36 (Macintosh; Intel Mac OS X 11_2_3),hitksh,Hit@1825!,Genuine,Success
2025-02-13 12:15:47,192.168.1.12,00:2C:3D:4E:5F:60,Brave/92.0.4515.159 (Windows NT 10.0; Win64; x64),snehapatil,Sneha$Patil@456,Genuine,Success
2025-03-19 20:32:44,192.168.1.68,00:17:96:89:22:93,Brave/95.0.4638.69 (Macintosh; Intel Mac OS X 10_15_7),unknown,session_token_hijack,Session Hijacking,Blocked
2025-02-20 06:50:34,192.168.1.32,00:85:60:54:98:44,Chromium/91.0.4472.114 (X11; Linux x86_64),unknown,' OR '1'='1,SQL Injection,Blocked
2025-01-23 04:38:20,192.168.1.246,00:80:75:68:38:14,Safari/537.36 (Windows NT 10.0; Win64; x64),unknown,session_token_hijack,Session Hijacking,Blocked
2025-01-20 21:11:38,192.168.1.13,00:3D:4E:5F:6A:7B,Safari/537.36 (Macintosh; Intel Mac OS X 11_2_3),priyaverma,Priya#Secure789,Genuine,Success
2025-03-22 04:14:14,192.168.1.11,00:1B:3C:4D:5E:6F,Safari/537.36 (Macintosh; Intel Mac OS X 11_2_3),rahulnair,Rahul@Nair#2024,Genuine,Success
2025-03-17 00:05:35,192.168.1.13,00:3D:4E:5F:6A:7B,Edge/116.0.1938.81 (Windows NT 10.0; Win64; x64),priyaverma,Priya#Secure789,Genuine,Success
2025-02-02 14:46:35,192.168.1.50,00:58:71:87:62:26,Chrome/94.0.4606.81 (X11; Ubuntu; Linux x86_64),unknown,session_token_hijack,Session Hijacking,Blocked
2025-03-03 12:13:04,192.168.1.13,00:3D:4E:5F:6A:7B,Brave/92.0.4515.159 (Windows NT 10.0; Win64; x64),priyaverma,Priya#Secure789,Genuine,Success
2025-02-15 12:55:00,192.168.1.14,00:4E:5F:6A:7B:8C,Edge/116.0.1938.81 (Windows NT 10.0; Win64; x64),hitksh,Hit@1825!,Genuine,Success
2025-02-04 12:03:44,192.168.1.13,00:3D:4E:5F:6A:7B,Edge/116.0.1938.81 (Windows NT 10.0; Win64; x64),snehapatil,Sneha$Patil@456,Genuine,Success
2025-02-06 03:23:39,192.168.1.12,00:2C:3D:4E:5F:60,Chrome/110.0.5481.177 (Windows NT 10.0; Win64; x64),priyaverma,Priya#Secure789,Genuine,Success
2025-01-23 13:50:03,192.168.1.161,00:91:16:35:35:53,Brave/95.0.4638.69 (Macintosh; Intel Mac OS X 10_15_7),unknown,hacker@123,Keylogger Detected,Blocked
2025-02-07 06:47:08,192.168.1.14,00:4E:5F:6A:7B:8C,Edge/116.0.1938.81 (Windows NT 10.0; Win64; x64),rahulnair,Rahul@Nair#2024,Genuine,Success
2025-01-23 03:09:26,192.168.1.94,00:96:21:25:51:34,Safari/537.36 (Windows NT 10.0; Win64; x64),unknown,' OR '1'='1,SQL Injection,Blocked
2025-02-13 20:53:17,192.168.1.14,00:4E:5F:6A:7B:8C,Edge/116.0.1938.81 (Windows NT 10.0; Win64; x64),snehapatil,Sneha$Patil@456,Genuine,Success
2025-02-23 18:21:20,192.168.1.201,00:42:86:84:21:67,Chromium/91.0.4472.114 (X11; Linux x86_64),unknown,session_token_hijack,Session Hijacking,Blocked
2025-03-09 20:59:58,192.168.1.176,00:68:75:37:18:44,Edge/91.0.864.64 (Windows NT 6.1; Win64; x64),unknown,admin123,Brute Force,Blocked
2025-03-03 01:05:01,192.168.1.21,00:32:48:55:13:36,Safari/537.36 (Windows NT 10.0; Win64; x64),unknown,hacker@123,Keylogger Detected,Blocked
2025-02-10 09:45:35,192.168.1.12,00:2C:3D:4E:5F:60,Brave/92.0.4515.159 (Windows NT 10.0; Win64; x64),priyaverma,Priya#Secure789,Genuine,Success
2025-03-04 01:05:04,192.168.1.12,00:2C:3D:4E:5F:60,Safari/537.36 (Macintosh; Intel Mac OS X 11_2_3),hitksh,Hit@1825!,Genuine,Success
2025-03-17 19:15:58,192.168.1.231,00:54:83:42:58:46,Safari/537.36 (Windows NT 10.0; Win64; x64),unknown,session_token_hijack,Session Hijacking,Blocked
2025-02-08 00:14:48,192.168.1.58,00:75:36:64:62:51,Edge/91.0.864.64 (Windows NT 6.1; Win64; x64),unknown,password,Credential Stuffing,Blocked
2025-03-09 13:44:39,192.168.1.11,00:1B:3C:4D:5E:6F,Chrome/110.0.5481.177 (Windows NT 10.0; Win64; x64),priyaverma,Priya#Secure789,Genuine,Success
2025-03-15 23:18:05,192.168.1.79,00:58:83:63:60:91,Chromium/91.0.4472.114 (X11; Linux x86_64),unknown,hacker@123,Keylogger Detected,Blocked
2025-02-15 08:47:28,192.168.1.11,00:1B:3C:4D:5E:6F,Safari/537.36 (Macintosh; Intel Mac OS X 11_2_3),rahulnair,Rahul@Nair#2024,Genuine,Success
2025-03-10 04:38:19,192.168.1.14,00:4E:5F:6A:7B:8C,Safari/537.36 (Macintosh; Intel Mac OS X 11_2_3),amitsharma,Amit!Sharma#999,Genuine,Success
2025-03-05 02:40:41,192.168.1.12,00:2C:3D:4E:5F:60,Edge/116.0.1938.81 (Windows NT 10.0; Win64; x64),hitksh,Hit@1825!,Genuine,Success
2025-02-17 17:47:14,2401:4900:1cb2:9d6:5165:c012:cf2a:400e,40-C2-BA-7B-9D-88,Chrome/91.0.4472.102 (X11; CrOS x86_64 13020.82.0),snehapatil,Sneha$Patil@456,Genuine,Success
2025-01-25 12:30:26,192.168.1.12,00:2C:3D:4E:5F:60,Brave/92.0.4515.159 (Windows NT 10.0; Win64; x64),snehapatil,Sneha$Patil@456,Genuine,Success
2025-02-24 17:19:13,192.168.1.131,00:47:98:47:13:32,Edge/91.0.864.64 (Windows NT 6.1; Win64; x64),unknown,session_token_hijack,Session Hijacking,Blocked
2025-03-16 21:10:35,192.168.1.13,00:3D:4E:5F:6A:7B,Safari/537.36 (Macintosh; Intel Mac OS X 11_2_3),snehapatil,Sneha$Patil@456,Genuine,Success
2025-02-09 08:52:45,192.168.1.11,00:1B:3C:4D:5E:6F,Edge/116.0.1938.81 (Windows NT 10.0; Win64; x64),amitsharma,Amit!Sharma#999,Genuine,Success
2025-03-10 05:58:46,192.168.1.230,00:68:12:58:11:96,Safari/537.36 (Windows NT 10.0; Win64; x64),unknown,admin123,Brute Force,Blocked
2025-02-25 16:23:03,192.168.1.118,00:98:32:51:65:63,Brave/95.0.4638.69 (Macintosh; Intel Mac OS X 10_15_7),unknown,session_token_hijack,Session Hijacking,Blocked
2025-01-22 16:47:15,192.168.1.239,00:47:12:90:63:14,Chrome/94.0.4606.81 (X11; Ubuntu; Linux x86_64),unknown,session_token_hijack,Session Hijacking,Blocked
2025-02-17 13:12:13,192.168.1.13,00:3D:4E:5F:6A:7B,Chrome/91.0.4472.102 (X11; CrOS x86_64 13020.82.0),rahulnair,Rahul@Nair#2024,Genuine,Success
2025-02-22 00:16:36,192.168.1.183,00:36:84:45:67:95,Edge/91.0.864.64 (Windows NT 6.1; Win64; x64),unknown,password,Credential Stuffing,Blocked
2025-03-09 00:01:43,2401:4900:1cb2:9d6:5165:c012:cf2a:400e,40-C2-BA-7B-9D-88,Edge/116.0.1938.81 (Windows NT 10.0; Win64; x64),priyaverma,Priya#Secure789,Genuine,Success
2025-03-21 21:20:52,192.168.1.12,00:2C:3D:4E:5F:60,Chrome/110.0.5481.177 (Windows NT 10.0; Win64; x64),hitksh,Hit@1825!,Genuine,Success
2025-02-24 18:28:43,192.168.1.80,00:53:17:90:68:62,Chromium/91.0.4472.114 (X11; Linux x86_64),unknown,hacker@123,Keylogger Detected,Blocked
2025-03-16 19:56:00,192.168.1.105,00:65:46:99:46:36,Safari/537.36 (Windows NT 10.0; Win64; x64),unknown,session_token_hijack,Session Hijacking,Blocked
2025-02-09 03:43:19,192.168.1.11,00:1B:3C:4D:5E:6F,Safari/537.36 (Macintosh; Intel Mac OS X 11_2_3),hitksh,Hit@1825!,Genuine,Success
2025-02-24 21:04:38,192.168.1.11,00:1B:3C:4D:5E:6F,Edge/116.0.1938.81 (Windows NT 10.0; Win64; x64),snehapatil,Sneha$Patil@456,Genuine,Success
2025-02-12 19:21:58,192.168.1.124,00:85:38:24:43:67,Edge/91.0.864.64 (Windows NT 6.1; Win64; x64),unknown,admin123,Brute Force,Blocked
2025-02-01 05:08:24,192.168.1.91,00:38:14:83:43:50,Brave/95.0.4638.69 (Macintosh; Intel Mac OS X 10_15_7),unknown,session_token_hijack,Session Hijacking,Blocked
2025-01-22 00:45:23,192.168.1.243,00:42:58:69:97:55,Chrome/94.0.4606.81 (X11; Ubuntu; Linux x86_64),unknown,admin123,Brute Force,Blocked
2025-03-03 06:34:28,192.168.1.122,00:38:67:78:37:93,Edge/91.0.864.64 (Windows NT 6.1; Win64; x64),unknown,' OR '1'='1,SQL Injection,Blocked
2025-02-28 19:15:55,192.168.1.13,00:3D:4E:5F:6A:7B,Chrome/91.0.4472.102 (X11; CrOS x86_64 13020.82.0),rahulnair,Rahul@Nair#2024,Genuine,Success
2025-01-26 00:09:58,192.168.1.13,00:3D:4E:5F:6A:7B,Chrome/91.0.4472.102 (X11; CrOS x86_64 13020.82.0),amitsharma,Amit!Sharma#999,Genuine,Success
2025-02-05 14:41:02,192.168.1.27,00:66:28:96:40:40,Chromium/91.0.4472.114 (X11; Linux x86_64),unknown,hacker@123,Keylogger Detected,Blocked
2025-02-25 23:13:00,192.168.1.40,00:67:42:65:34:61,Safari/537.36 (Windows NT 10.0; Win64; x64),unknown,session_token_hijack,Session Hijacking,Blocked
2025-01-27 02:11:43,192.168.1.214,00:75:62:82:79:14,Chromium/91.0.4472.114 (X11; Linux x86_64),unknown,admin123,Brute Force,Blocked
2025-02-27 17:13:51,192.168.1.208,00:16:19:74:47:40,Chromium/91.0.4472.114 (X11; Linux x86_64),unknown,admin123,Brute Force,Blocked
2025-03-14 08:30:36,192.168.1.20,00:25:62:80:97:23,Chrome/94.0.4606.81 (X11; Ubuntu; Linux x86_64),unknown,admin123,Brute Force,Blocked
2025-03-07 13:05:11,192.168.1.35,00:93:35:80:21:99,Edge/91.0.864.64 (Windows NT 6.1; Win64; x64),unknown,hacker@123,Keylogger Detected,Blocked
2025-02-13 05:31:18,2401:4900:1cb2:9d6:5165:c012:cf2a:400e,40-C2-BA-7B-9D-88,Chrome/110.0.5481.177 (Windows NT 10.0; Win64; x64),amitsharma,Amit!Sharma#999,Genuine,Success
2025-02-04 00:10:34,192.168.1.75,00:27:65:96:50:58,Chromium/91.0.4472.114 (X11; Linux x86_64),unknown,hacker@123,Keylogger Detected,Blocked
2025-02-03 23:10:05,192.168.1.143,00:25:92:87:43:24,Chrome/94.0.4606.81 (X11; Ubuntu; Linux x86_64),unknown,admin123,Brute Force,Blocked
2025-01-26 13:41:52,192.168.1.14,00:4E:5F:6A:7B:8C,Chrome/91.0.4472.102 (X11; CrOS x86_64 13020.82.0),priyaverma,Priya#Secure789,Genuine,Success
2025-02-04 23:53:33,192.168.1.115,00:60:13:70:54:10,Edge/91.0.864.64 (Windows NT 6.1; Win64; x64),unknown,' OR '1'='1,SQL Injection,Blocked
2025-01-23 01:04:45,192.168.1.248,00:18:41:93:77:53,Chrome/94.0.4606.81 (X11; Ubuntu; Linux x86_64),unknown,password,Credential Stuffing,Blocked
2025-02-24 04:50:49,192.168.1.80,00:82:37:53:32:83,Chromium/91.0.4472.114 (X11; Linux x86_64),unknown,password,Credential Stuffing,Blocked
2025-02-25 23:58:22,192.168.1.12,00:2C:3D:4E:5F:60,Brave/92.0.4515.159 (Windows NT 10.0; Win64; x64),priyaverma,Priya#Secure789,Genuine,Success
2025-02-07 12:50:58,192.168.1.14,00:4E:5F:6A:7B:8C,Safari/537.36 (Macintosh; Intel Mac OS X 11_2_3),snehapatil,Sneha$Patil@456,Genuine,Success
2025-02-24 15:04:49,2401:4900:1cb2:9d6:5165:c012:cf2a:400e,40-C2-BA-7B-9D-88,Edge/116.0.1938.81 (Windows NT 10.0; Win64; x64),amitsharma,Amit!Sharma#999,Genuine,Success
2025-01-23 08:33:19,192.168.1.172,00:32:12:63:68:32,Brave/95.0.4638.69 (Macintosh; Intel Mac OS X 10_15_7),unknown,hacker@123,Keylogger Detected,Blocked
2025-03-18 19:16:14,192.168.1.12,00:2C:3D:4E:5F:60,Edge/116.0.1938.81 (Windows NT 10.0; Win64; x64),priyaverma,Priya#Secure789,Genuine,Success
2025-02-08 14:49:18,192.168.1.223,00:94:65:31:69:54,Chrome/94.0.4606.81 (X11; Ubuntu; Linux x86_64),unknown,session_token_hijack,Session Hijacking,Blocked
2025-01-28 16:05:07,192.168.1.11,00:1B:3C:4D:5E:6F,Chrome/110.0.5481.177 (Windows NT 10.0; Win64; x64),amitsharma,Amit!Sharma#999,Genuine,Success
2025-02-23 10:49:32,192.168.1.107,00:50:77:55:27:32,Brave/95.0.4638.69 (Macintosh; Intel Mac OS X 10_15_7),unknown,admin123,Brute Force,Blocked
2025-01-27 06:09:18,192.168.1.11,00:1B:3C:4D:5E:6F,Safari/537.36 (Macintosh; Intel Mac OS X 11_2_3),rahulnair,Rahul@Nair#2024,Genuine,Success
2025-03-17 00:40:24,192.168.1.180,00:43:32:15:44:46,Brave/95.0.4638.69 (Macintosh; Intel Mac OS X 10_15_7),unknown,session_token_hijack,Session Hijacking,Blocked
2025-02-07 03:23:04,192.168.1.14,00:4E:5F:6A:7B:8C,Chrome/91.0.4472.102 (X11; CrOS x86_64 13020.82.0),hitksh,Hit@1825!,Genuine,Success
2025-01-21 12:37:40,192.168.1.11,00:1B:3C:4D:5E:6F,Chrome/110.0.5481.177 (Windows NT 10.0; Win64; x64),priyaverma,Priya#Secure789,Genuine,Success
2025-02-22 14:18:25,192.168.1.14,00:4E:5F:6A:7B:8C,Edge/116.0.1938.81 (Windows NT 10.0; Win64; x64),priyaverma,Priya#Secure789,Genuine,Success
2025-03-09 23:07:39,192.168.1.14,00:4E:5F:6A:7B:8C,Edge/116.0.1938.81 (Windows NT 10.0; Win64; x64),rahulnair,Rahul@Nair#2024,Genuine,Success
2025-02-12 13:41:03,192.168.1.11,00:1B:3C:4D:5E:6F,Safari/537.36 (Macintosh; Intel Mac OS X 11_2_3),snehapatil,Sneha$Patil@456,Genuine,Success
2025-03-09 04:26:51,192.168.1.12,00:2C:3D:4E:5F:60,Edge/116.0.1938.81 (Windows NT 10.0; Win64; x64),priyaverma,Priya#Secure789,Genuine,Success
2025-02-05 04:31:13,192.168.1.251,00:30:73:79:97:52,Edge/91.0.864.64 (Windows NT 6.1; Win64; x64),unknown,password,Credential Stuffing,Blocked
2025-02-20 18:16:59,192.168.1.165,00:10:42:28:13:13,Chromium/91.0.4472.114 (X11; Linux x86_64),unknown,password,Credential Stuffing,Blocked
2025-02-28 14:38:52,192.168.1.14,00:4E:5F:6A:7B:8C,Chrome/91.0.4472.102 (X11; CrOS x86_64 13020.82.0),amitsharma,Amit!Sharma#999,Genuine,Success
2025-01-25 15:58:33,192.168.1.123,00:30:32:85:40:25,Chromium/91.0.4472.114 (X11; Linux x86_64),unknown,password,Credential Stuffing,Blocked
2025-03-04 04:58:14,192.168.1.130,00:73:13:38:25:72,Chrome/94.0.4606.81 (X11; Ubuntu; Linux x86_64),unknown,password,Credential Stuffing,Blocked
2025-02-10 09:24:35,192.168.1.12,00:2C:3D:4E:5F:60,Chrome/91.0.4472.102 (X11; CrOS x86_64 13020.82.0),hitksh,Hit@1825!,Genuine,Success
2025-02-08 22:49:20,192.168.1.13,00:3D:4E:5F:6A:7B,Brave/92.0.4515.159 (Windows NT 10.0; Win64; x64),amitsharma,Amit!Sharma#999,Genuine,Success
2025-02-22 22:50:50,192.168.1.153,00:93:81:43:78:83,Edge/91.0.864.64 (Windows NT 6.1; Win64; x64),unknown,admin123,Brute Force,Blocked
2025-03-03 21:00:51,192.168.1.209,00:99:70:48:23:79,Brave/95.0.4638.69 (Macintosh; Intel Mac OS X 10_15_7),unknown,hacker@123,Keylogger Detected,Blocked
2025-02-20 22:08:53,192.168.1.14,00:4E:5F:6A:7B:8C,Brave/92.0.4515.159 (Windows NT 10.0; Win64; x64),priyaverma,Priya#Secure789,Genuine,Success
2025-03-16 20:02:13,192.168.1.11,00:1B:3C:4D:5E:6F,Brave/92.0.4515.159 (Windows NT 10.0; Win64; x64),rahulnair,Rahul@Nair#2024,Genuine,Success
2025-01-25 11:36:06,192.168.1.90,00:38:71:65:76:59,Edge/91.0.864.64 (Windows NT 6.1; Win64; x64),unknown,hacker@123,Keylogger Detected,Blocked
2025-03-21 19:36:26,192.168.1.12,00:2C:3D:4E:5F:60,Brave/92.0.4515.159 (Windows NT 10.0; Win64; x64),rahulnair,Rahul@Nair#2024,Genuine,Success
2025-02-08 10:14:54,192.168.1.12,00:2C:3D:4E:5F:60,Chrome/110.0.5481.177 (Windows NT 10.0; Win64; x64),amitsharma,Amit!Sharma#999,Genuine,Success
2025-02-01 16:55:07,192.168.1.12,00:2C:3D:4E:5F:60,Chrome/110.0.5481.177 (Windows NT 10.0; Win64; x64),priyaverma,Priya#Secure789,Genuine,Success
2025-02-22 00:15:59,192.168.1.12,00:2C:3D:4E:5F:60,Brave/92.0.4515.159 (Windows NT 10.0; Win64; x64),amitsharma,Amit!Sharma#999,Genuine,Success
2025-01-23 02:20:32,192.168.1.13,00:3D:4E:5F:6A:7B,Chrome/91.0.4472.102 (X11; CrOS x86_64 13020.82.0),snehapatil,Sneha$Patil@456,Genuine,Success
2025-01-31 13:01:14,192.168.1.93,00:83:98:13:24:78,Chrome/94.0.4606.81 (X11; Ubuntu; Linux x86_64),unknown,password,Credential Stuffing,Blocked
2025-02-25 20:23:43,192.168.1.43,00:10:66:51:19:17,Edge/91.0.864.64 (Windows NT 6.1; Win64; x64),unknown,hacker@123,Keylogger Detected,Blocked
2025-01-29 15:08:54,192.168.1.183,00:55:69:90:85:77,Brave/95.0.4638.69 (Macintosh; Intel Mac OS X 10_15_7),unknown,' OR '1'='1,SQL Injection,Blocked
2025-03-08 21:55:02,192.168.1.12,00:2C:3D:4E:5F:60,Edge/116.0.1938.81 (Windows NT 10.0; Win64; x64),snehapatil,Sneha$Patil@456,Genuine,Success
2025-02-11 05:24:59,192.168.1.118,00:97:45:48:39:49,Chrome/94.0.4606.81 (X11; Ubuntu; Linux x86_64),unknown,session_token_hijack,Session Hijacking,Blocked
2025-02-02 06:51:21,192.168.1.13,00:3D:4E:5F:6A:7B,Chrome/91.0.4472.102 (X11; CrOS x86_64 13020.82.0),snehapatil,Sneha$Patil@456,Genuine,Success
2025-02-19 14:41:45,192.168.1.11,00:1B:3C:4D:5E:6F,Chrome/110.0.5481.177 (Windows NT 10.0; Win64; x64),snehapatil,Sneha$Patil@456,Genuine,Success
2025-02-06 15:37:08,192.168.1.214,00:54:70:71:58:36,Safari/537.36 (Windows NT 10.0; Win64; x64),unknown,session_token_hijack,Session Hijacking,Blocked
2025-02-28 10:37:59,2401:4900:1cb2:9d6:5165:c012:cf2a:400e,40-C2-BA-7B-9D-88,Safari/537.36 (Macintosh; Intel Mac OS X 11_2_3),amitsharma,Amit!Sharma#999,Genuine,Success
2025-02-09 06:46:32,192.168.1.11,00:1B:3C:4D:5E:6F,Chrome/91.0.4472.102 (X11; CrOS x86_64 13020.82.0),snehapatil,Sneha$Patil@456,Genuine,Success
2025-03-11 18:17:47,192.168.1.207,00:68:51:79:30:18,Brave/95.0.4638.69 (Macintosh; Intel Mac OS X 10_15_7),unknown,admin123,Brute Force,Blocked
2025-03-21 09:32:03,2401:4900:1cb2:9d6:5165:c012:cf2a:400e,40-C2-BA-7B-9D-88,Brave/92.0.4515.159 (Windows NT 10.0; Win64; x64),hitksh,Hit@1825!,Genuine,Success
2025-01-27 17:17:35,192.168.1.206,00:60:26:55:11:13,Chromium/91.0.4472.114 (X11; Linux x86_64),unknown,session_token_hijack,Session Hijacking,Blocked
2025-03-01 17:11:27,192.168.1.12,00:2C:3D:4E:5F:60,Chrome/91.0.4472.102 (X11; CrOS x86_64 13020.82.0),amitsharma,Amit!Sharma#999,Genuine,Success
2025-03-16 16:41:21,192.168.1.20,00:38:31:46:20:82,Edge/91.0.864.64 (Windows NT 6.1; Win64; x64),unknown,hacker@123,Keylogger Detected,Blocked
2025-01-27 04:26:52,192.168.1.241,00:38:89:66:98:61,Brave/95.0.4638.69 (Macintosh; Intel Mac OS X 10_15_7),unknown,hacker@123,Keylogger Detected,Blocked
2025-01-20 21:32:52,192.168.1.11,00:1B:3C:4D:5E:6F,Chrome/91.0.4472.102 (X11; CrOS x86_64 13020.82.0),snehapatil,Sneha$Patil@456,Genuine,Success
2025-02-05 05:21:05,192.168.1.11,00:1B:3C:4D:5E:6F,Safari/537.36 (Macintosh; Intel Mac OS X 11_2_3),priyaverma,Priya#Secure789,Genuine,Success
2025-02-20 08:05:26,192.168.1.191,00:44:38:32:33:59,Safari/537.36 (Windows NT 10.0; Win64; x64),unknown,admin123,Brute Force,Blocked
2025-02-09 22:02:44,192.168.1.231,00:82:28:61:71:71,Chromium/91.0.4472.114 (X11; Linux x86_64),unknown,admin123,Brute Force,Blocked
2025-02-24 15:25:28,192.168.1.175,00:35:80:77:60:81,Chromium/91.0.4472.114 (X11; Linux x86_64),unknown,' OR '1'='1,SQL Injection,Blocked
2025-01-20 20:34:43,192.168.1.90,00:30:81:38:11:96,Safari/537.36 (Windows NT 10.0; Win64; x64),unknown,admin123,Brute Force,Blocked
2025-02-22 08:46:40,192.168.1.194,00:46:25:64:68:42,Brave/95.0.4638.69 (Macintosh; Intel Mac OS X 10_15_7),unknown,password,Credential Stuffing,Blocked
2025-03-21 04:29:40,192.168.1.11,00:1B:3C:4D:5E:6F,Safari/537.36 (Macintosh; Intel Mac OS X 11_2_3),priyaverma,Priya#Secure789,Genuine,Success
2025-01-26 00:18:38,192.168.1.185,00:35:59:12:93:18,Safari/537.36 (Windows NT 10.0; Win64; x64),unknown,admin123,Brute Force,Blocked
2025-02-19 22:40:00,192.168.1.148,00:68:69:11:36:95,Safari/537.36 (Windows NT 10.0; Win64; x64),unknown,hacker@123,Keylogger Detected,Blocked
2025-01-31 08:43:04,192.168.1.148,00:81:33:27:67:59,Brave/95.0.4638.69 (Macintosh; Intel Mac OS X 10_15_7),unknown,' OR '1'='1,SQL Injection,Blocked
